hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform,typing_speed_wpm,keystroke_delay,error_rate,page_transitions,backtrack_count,scroll_depth,avg_sentence_length,response_time_sec,vocab_richness,video_watch_ratio,audio_play_ratio,image_click_ratio
,,,,,,,,,2332.0,0.0,389.0,368.0,mobile,35,0.44,0.05,11,4,0.22,10,64,0.55,0.51,0.89,0.83
,,,,,,,,,35.0,0.0,8.0,18.0,mobile,75,0.11,0.07,4,0,0.98,21,79,0.75,0.09,0.83,0.56
,,,,,,,,,3734.0,10.0,1723.0,777.0,mobile,41,0.34,0.11,20,4,0.86,21,87,0.62,0.8,0.47,0.32
,,,,,,,,,94.0,0.0,2.0,62.0,mobile,40,0.21,0.14,11,7,0.26,15,82,0.54,0.04,0.49,0.63
,,,,,,,,,371.0,0.0,108.0,119.0,mobile,73,0.44,0.01,10,9,0.56,11,172,0.45,0.48,0.88,0.99
,,,,,,,,,176.0,0.0,92.0,40.0,web,40,0.21,0.08,22,8,0.71,17,53,0.37,0.42,0.05,0.57
,,,,,,,,,35.0,0.0,2.0,23.0,mobile,27,0.37,0.0,13,0,0.35,12,173,0.66,0.2,0.14,0.32
,,,,,,,,,975.0,0.0,172.0,394.0,mobile,68,0.37,0.07,22,1,0.66,12,98,0.8,0.59,0.31,0.24
,,,,,,,,,32.0,0.0,0.0,19.0,mobile,35,0.19,0.13,8,1,0.63,13,24,0.75,0.39,0.36,1.0
,,,,,,,,,907.0,6.0,44.0,343.0,mobile,78,0.11,0.05,13,5,0.37,11,54,0.72,0.2,0.99,0.85
,,,,,,,,,31.0,0.0,6.0,14.0,mobile,74,0.26,0.14,9,0,0.31,13,131,0.86,0.83,0.15,0.28
,,,,,,,,,11431.0,28.0,2699.0,3382.0,mobile,50,0.22,0.09,1,0,0.81,15,71,0.54,0.66,0.3,0.26
,,,,,,,,,836.0,0.0,338.0,186.0,web,61,0.42,0.14,1,1,0.46,6,101,0.38,0.01,0.83,0.8
,,,,,,,,,1657.0,140.0,30.0,535.0,mobile,29,0.42,0.11,15,3,0.4,22,22,0.36,0.5,0.78,0.99
,,,,,,,,,362.0,0.0,43.0,130.0,mobile,51,0.28,0.02,22,1,0.79,7,114,0.87,0.27,0.65,0.47
,,,,,,,,,2749.0,26.0,980.0,688.0,mobile,78,0.34,0.03,4,3,0.79,22,168,0.65,0.92,0.33,0.23
,,,,,,,,,5261.0,44.0,1175.0,1591.0,mobile,53,0.34,0.06,20,2,0.42,20,14,0.79,0.73,0.12,0.23
,,,,,,,,,2359.0,36.0,698.0,612.0,mobile,28,0.43,0.03,1,2,0.9,12,92,0.62,0.61,0.98,0.8
,,,,,,,,,85.0,0.0,44.0,23.0,mobile,36,0.27,0.07,12,8,0.75,12,145,0.54,0.09,0.25,0.61
,,,,,,,,,5519.0,105.0,2025.0,1407.0,mobile,30,0.21,0.07,11,7,0.48,10,150,0.42,0.93,0.84,0.63
,,,,,,,,,455.0,4.0,42.0,169.0,mobile,51,0.21,0.14,19,9,0.54,6,178,0.81,0.14,0.9,0.19
,,,,,,,,,195.0,12.0,35.0,65.0,mobile,29,0.31,0.07,15,8,0.78,20,26,0.34,0.45,0.44,0.13
,,,,,,,,,588.0,0.0,312.0,126.0,mobile,41,0.28,0.12,21,0,0.37,13,41,0.84,0.68,0.85,0.01
,,,,,,,,,30.0,0.0,2.0,19.0,web,76,0.28,0.14,10,4,0.58,23,14,0.42,0.49,0.28,0.92
,,,,,,,,,19.0,0.0,0.0,13.0,web,36,0.14,0.13,1,3,0.72,19,135,0.31,0.88,0.89,0.35
,,,,,,,,,42.0,0.0,8.0,23.0,mobile,23,0.39,0.03,24,8,0.63,6,146,0.36,0.84,0.64,0.76
,,,,,,,,,22.0,0.0,0.0,15.0,mobile,67,0.19,0.07,3,2,0.69,19,116,0.83,0.14,0.19,0.88
,,,,,,,,,1332.0,2.0,208.0,460.0,mobile,71,0.18,0.05,14,4,0.64,15,171,0.34,0.62,0.79,0.6
,,,,,,,,,425.0,64.0,0.0,145.0,web,66,0.27,0.06,15,7,0.36,24,10,0.51,0.05,0.91,0.42
,,,,,,,,,1185.0,98.0,82.0,416.0,mobile,44,0.19,0.05,1,9,0.53,16,177,0.45,0.72,0.57,0.04
,,,,,,,,,285.0,0.0,6.0,116.0,mobile,78,0.33,0.12,10,4,0.63,19,135,0.32,0.74,0.76,0.34
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,40,0.25,0.07,22,8,0.82,20,41,0.62,0.34,0.79,0.32
,,,,,,,,,6158.0,57.0,816.0,2308.0,mobile,56,0.28,0.08,1,1,0.72,10,135,0.9,0.79,0.79,0.57
,,,,,,,,,3272.0,266.0,1524.0,818.0,web,57,0.31,0.15,15,5,0.54,7,108,0.81,0.65,0.45,0.76
,,,,,,,,,21.0,0.0,0.0,13.0,web,68,0.18,0.01,3,4,0.98,10,122,0.4,0.5,0.74,0.71
,,,,,,,,,10.0,4.0,0.0,0.0,mobile,20,0.16,0.07,21,8,0.29,7,20,0.83,0.46,0.55,0.87
,,,,,,,,,239.0,2.0,140.0,40.0,mobile,44,0.45,0.12,20,6,0.37,17,32,0.57,0.11,0.41,0.05
,,,,,,,,,27.0,0.0,2.0,14.0,mobile,70,0.27,0.02,23,7,0.47,16,128,0.46,0.53,0.17,0.61
,,,,,,,,,2930.0,43.0,417.0,1007.0,mobile,55,0.26,0.09,22,6,0.38,12,35,0.68,0.16,0.91,0.19
,,,,,,,,,10413.0,474.0,1623.0,1078.0,mobile,36,0.11,0.04,12,9,0.7,6,72,0.43,0.66,0.41,0.97
,,,,,,,,,198.0,0.0,0.0,93.0,mobile,60,0.3,0.13,19,9,0.23,11,78,0.83,0.59,0.24,0.41
,,,,,,,,,367.0,0.0,120.0,102.0,web,43,0.32,0.05,16,4,0.34,21,99,0.67,0.29,0.24,0.62
,,,,,,,,,87.0,0.0,0.0,38.0,web,21,0.32,0.05,8,4,0.43,11,143,0.38,0.25,0.24,0.35
,,,,,,,,,574.0,246.0,46.0,43.0,mobile,59,0.38,0.09,24,3,0.75,5,60,0.64,0.48,0.0,0.22
,,,,,,,,,4711.0,134.0,528.0,1858.0,mobile,34,0.17,0.03,14,1,0.9,8,52,0.61,0.51,0.44,0.69
,,,,,,,,,57.0,0.0,0.0,26.0,mobile,51,0.2,0.04,18,8,0.84,19,179,0.58,0.8,0.89,0.94
,,,,,,,,,7033.0,316.0,1677.0,2221.0,web,58,0.42,0.06,23,9,0.35,8,150,0.52,0.3,0.03,0.06
,,,,,,,,,1401.0,4.0,190.0,546.0,web,78,0.48,0.05,1,9,0.65,16,34,0.58,0.4,0.96,0.83
,,,,,,,,,214.0,0.0,8.0,98.0,mobile,25,0.15,0.08,2,9,0.22,20,139,0.65,0.34,0.18,0.34
,,,,,,,,,1471.0,0.0,524.0,359.0,mobile,20,0.3,0.09,24,9,0.45,22,23,0.74,0.39,0.72,0.12
,,,,,,,,,1710.0,4.0,108.0,619.0,mobile,66,0.19,0.09,12,2,0.84,18,154,0.85,0.57,0.79,0.71
,,,,,,,,,67.0,0.0,12.0,28.0,mobile,42,0.12,0.1,17,2,0.57,18,114,0.33,0.56,0.74,0.08
,,,,,,,,,123.0,0.0,11.0,56.0,mobile,77,0.23,0.05,2,2,0.32,15,113,0.64,0.36,0.34,0.73
,,,,,,,,,43839.0,749.0,7687.0,13250.0,web,58,0.16,0.02,17,7,0.55,20,177,0.75,0.6,0.7,0.44
,,,,,,,,,9063.0,1470.0,1154.0,2455.0,mobile,76,0.38,0.11,21,5,0.36,19,48,0.37,0.62,0.47,0.16
,,,,,,,,,373.0,8.0,4.0,128.0,mobile,36,0.31,0.13,7,0,0.51,10,162,0.85,0.53,0.15,0.16
,,,,,,,,,14.0,0.0,2.0,8.0,mobile,53,0.16,0.04,6,2,0.59,17,57,0.45,0.45,0.2,0.75
,,,,,,,,,68.0,0.0,8.0,24.0,web,78,0.1,0.06,6,3,0.48,21,124,0.8,0.08,0.03,0.83
,,,,,,,,,39.0,0.0,0.0,9.0,mobile,60,0.42,0.07,22,1,0.95,8,58,0.7,0.54,0.33,0.69
,,,,,,,,,160.0,44.0,8.0,43.0,mobile,48,0.17,0.08,8,5,0.65,16,170,0.64,0.71,0.73,0.72
,,,,,,,,,182.0,0.0,4.0,78.0,mobile,28,0.34,0.1,5,9,0.87,22,36,0.82,0.22,0.97,0.85
,,,,,,,,,476.0,4.0,161.0,140.0,mobile,32,0.23,0.01,15,0,0.81,12,54,0.88,0.78,0.13,0.43
,,,,,,,,,429.0,0.0,105.0,119.0,mobile,25,0.33,0.11,7,0,0.73,16,40,0.9,0.59,0.35,0.17
,,,,,,,,,8191.0,52.0,2535.0,2188.0,mobile,25,0.23,0.01,3,7,0.6,8,72,0.71,0.24,0.18,0.38
,,,,,,,,,1039.0,191.0,138.0,345.0,web,39,0.13,0.07,10,3,0.2,12,121,0.5,0.16,0.76,0.98
,,,,,,,,,15387.0,20.0,9938.0,1874.0,mobile,71,0.19,0.12,3,0,0.69,6,175,0.82,0.25,0.92,0.45
,,,,,,,,,1404.0,76.0,302.0,395.0,mobile,72,0.18,0.07,14,6,0.48,8,117,0.69,0.76,0.11,0.92
,,,,,,,,,39.0,0.0,2.0,21.0,mobile,22,0.27,0.02,22,8,0.29,16,177,0.49,0.25,0.9,0.7
,,,,,,,,,4111.0,20.0,606.0,1639.0,web,36,0.36,0.15,3,9,0.56,14,74,0.86,0.68,0.27,0.74
,,,,,,,,,30.0,0.0,0.0,20.0,web,68,0.21,0.13,1,6,0.79,19,20,0.75,0.55,0.22,0.19
,,,,,,,,,34.0,0.0,4.0,20.0,web,31,0.1,0.12,1,0,0.97,13,152,0.57,0.55,0.06,0.37
,,,,,,,,,1159.0,6.0,230.0,400.0,web,67,0.31,0.06,19,0,0.5,13,106,0.57,0.85,0.08,0.73
,,,,,,,,,156.0,0.0,0.0,56.0,mobile,66,0.34,0.03,4,0,0.63,11,121,0.9,0.87,0.07,0.66
,,,,,,,,,1327.0,10.0,132.0,512.0,mobile,64,0.49,0.14,2,7,0.88,6,162,0.52,0.54,0.45,0.86
,,,,,,,,,417.0,0.0,54.0,162.0,mobile,74,0.34,0.08,11,6,0.47,11,176,0.36,0.07,0.66,0.21
,,,,,,,,,725.0,6.0,139.0,192.0,mobile,20,0.29,0.13,24,2,0.31,13,42,0.62,0.16,0.18,0.75
,,,,,,,,,2929.0,46.0,66.0,1534.0,web,36,0.33,0.05,12,2,0.43,22,38,0.83,0.95,0.22,0.04
,,,,,,,,,232.0,0.0,108.0,39.0,mobile,22,0.47,0.05,13,2,0.92,16,20,0.65,0.13,0.17,0.3
,,,,,,,,,345.0,0.0,82.0,112.0,mobile,45,0.43,0.15,16,1,0.33,11,150,0.78,0.84,0.81,0.63
,,,,,,,,,29.0,0.0,0.0,20.0,web,34,0.23,0.08,16,3,0.46,23,78,0.33,0.54,0.14,0.98
,,,,,,,,,2557.0,6.0,301.0,912.0,web,55,0.19,0.02,19,6,0.57,20,30,0.7,0.11,0.07,0.99
,,,,,,,,,65.0,0.0,24.0,14.0,web,51,0.21,0.03,23,8,0.88,12,12,0.35,0.92,0.04,0.44
,,,,,,,,,33.0,0.0,2.0,21.0,mobile,51,0.3,0.07,20,2,0.95,23,163,0.63,0.93,0.04,0.76
,,,,,,,,,42.0,0.0,0.0,18.0,mobile,23,0.4,0.01,21,9,0.54,10,170,0.6,0.62,0.55,0.6
,,,,,,,,,1791.0,115.0,239.0,537.0,mobile,37,0.3,0.07,20,6,0.95,6,103,0.87,0.39,0.09,0.71
,,,,,,,,,93.0,0.0,0.0,40.0,mobile,68,0.13,0.06,9,3,0.33,6,31,0.38,0.61,0.22,0.73
,,,,,,,,,595.0,0.0,100.0,215.0,mobile,38,0.39,0.12,16,0,0.33,12,71,0.31,0.63,0.83,0.55
,,,,,,,,,12.0,0.0,0.0,8.0,mobile,62,0.42,0.05,7,4,0.96,14,14,0.38,0.62,0.97,0.81
,,,,,,,,,39.0,0.0,6.0,21.0,web,71,0.22,0.15,13,7,0.61,15,156,0.4,0.73,0.86,0.58
,,,,,,,,,20.0,0.0,2.0,12.0,mobile,54,0.37,0.03,4,2,0.35,24,18,0.45,0.07,0.96,0.1
,,,,,,,,,523.0,2.0,106.0,132.0,mobile,59,0.27,0.09,13,9,0.59,24,67,0.79,0.1,0.67,0.99
,,,,,,,,,4118.0,386.0,2133.0,600.0,mobile,33,0.46,0.01,8,3,0.83,7,33,0.53,0.28,0.99,0.3
,,,,,,,,,3936.0,22.0,1327.0,980.0,mobile,77,0.44,0.11,2,2,0.86,20,176,0.8,0.35,0.5,0.96
,,,,,,,,,536.0,0.0,251.0,116.0,mobile,52,0.31,0.15,7,9,0.89,7,70,0.46,0.64,0.79,0.29
,,,,,,,,,24.0,0.0,4.0,12.0,web,33,0.38,0.12,11,7,0.66,12,136,0.82,0.17,0.97,0.85
,,,,,,,,,1384.0,100.0,274.0,383.0,mobile,53,0.45,0.08,17,9,0.89,23,57,0.3,0.54,0.71,0.69
,,,,,,,,,2228.0,4.0,559.0,618.0,mobile,74,0.3,0.07,24,7,0.61,16,71,0.86,0.19,0.96,0.36
,,,,,,,,,58.0,0.0,12.0,17.0,mobile,23,0.23,0.13,14,3,0.69,22,158,0.75,0.36,0.25,0.94
,,,,,,,,,2761.0,12.0,339.0,945.0,mobile,43,0.4,0.14,13,1,0.81,17,47,0.55,0.94,0.3,0.58
,,,,,,,,,12052.0,833.0,3171.0,3397.0,web,78,0.19,0.15,15,2,0.54,15,127,0.65,0.9,0.4,0.83
,,,,,,,,,882.0,0.0,396.0,193.0,mobile,48,0.26,0.06,22,2,0.26,17,68,0.86,0.95,0.46,0.8
,,,,,,,,,428.0,8.0,126.0,76.0,mobile,38,0.45,0.15,21,3,0.48,7,106,0.65,0.59,0.9,0.05
,,,,,,,,,5918.0,250.0,1460.0,2202.0,mobile,25,0.39,0.02,9,1,0.7,10,26,0.44,0.5,0.89,0.27
,,,,,,,,,7342.0,484.0,2253.0,2002.0,mobile,76,0.26,0.04,3,1,0.35,7,78,0.64,0.85,0.66,0.47
,,,,,,,,,6269.0,80.0,2018.0,1627.0,mobile,52,0.19,0.01,13,2,0.32,5,32,0.82,0.08,0.23,0.93
,,,,,,,,,5818.0,1008.0,479.0,1959.0,mobile,68,0.24,0.04,13,0,0.43,18,112,0.89,0.98,0.24,0.06
,,,,,,,,,411.0,0.0,4.0,152.0,web,59,0.21,0.12,9,7,0.23,24,163,0.65,0.46,0.63,0.19
,,,,,,,,,32.0,0.0,7.0,16.0,web,38,0.17,0.13,18,5,0.79,11,103,0.39,0.68,0.5,0.62
,,,,,,,,,4359.0,173.0,972.0,1319.0,mobile,72,0.4,0.12,5,2,0.41,13,55,0.76,0.73,0.26,0.65
,,,,,,,,,4.0,0.0,0.0,2.0,mobile,20,0.2,0.09,11,0,0.3,5,38,0.9,0.63,0.17,0.16
,,,,,,,,,24.0,0.0,2.0,15.0,mobile,24,0.28,0.08,2,2,0.76,14,43,0.58,0.89,0.72,0.95
,,,,,,,,,166.0,0.0,8.0,70.0,mobile,46,0.25,0.11,17,0,0.87,17,19,0.53,0.29,0.81,0.18
,,,,,,,,,1951.0,22.0,368.0,631.0,mobile,35,0.49,0.06,23,2,0.22,16,29,0.63,0.53,0.26,0.18
,,,,,,,,,56.0,8.0,0.0,18.0,web,25,0.26,0.13,20,3,0.39,8,43,0.4,0.43,0.42,0.64
,,,,,,,,,7587.0,114.0,3184.0,1528.0,mobile,59,0.13,0.1,21,5,0.96,11,110,0.88,0.7,0.71,0.42
,,,,,,,,,125.0,60.0,0.0,21.0,web,32,0.14,0.1,4,6,0.51,14,150,0.8,0.4,0.47,0.03
,,,,,,,,,3262.0,40.0,1336.0,875.0,mobile,67,0.34,0.08,22,6,0.95,11,96,0.37,0.89,0.96,0.92
,,,,,,,,,1039.0,2.0,573.0,196.0,mobile,54,0.34,0.13,18,8,0.42,19,147,0.87,0.49,0.13,0.08
,,,,,,,,,6174.0,46.0,1083.0,1930.0,mobile,38,0.27,0.04,24,7,0.37,23,54,0.87,0.54,0.85,0.16
,,,,,,,,,3.0,0.0,0.0,2.0,mobile,31,0.27,0.06,20,3,0.37,11,137,0.49,0.49,0.31,0.9
,,,,,,,,,27.0,0.0,6.0,14.0,mobile,35,0.12,0.12,8,5,0.27,18,98,0.67,0.62,0.69,0.28
,,,,,,,,,57.0,0.0,10.0,30.0,mobile,78,0.31,0.07,19,0,0.92,18,91,0.37,0.51,0.25,0.82
,,,,,,,,,128.0,12.0,22.0,46.0,mobile,62,0.3,0.13,12,7,0.98,22,128,0.35,0.94,0.97,0.17
,,,,,,,,,34.0,0.0,12.0,16.0,mobile,29,0.16,0.05,11,5,0.96,14,101,0.6,0.13,0.05,0.05
,,,,,,,,,384.0,0.0,44.0,132.0,mobile,44,0.14,0.06,16,1,0.88,7,145,0.33,0.01,0.51,0.23
,,,,,,,,,2598.0,471.0,217.0,942.0,mobile,39,0.15,0.13,5,7,0.88,10,14,0.82,0.52,0.91,0.74
,,,,,,,,,55.0,0.0,6.0,25.0,mobile,50,0.14,0.07,3,3,0.73,13,29,0.86,0.76,0.47,0.66
,,,,,,,,,605.0,0.0,76.0,243.0,web,23,0.34,0.08,12,8,0.86,18,130,0.34,0.65,0.84,0.31
,,,,,,,,,130.0,2.0,0.0,61.0,mobile,63,0.18,0.05,15,3,0.37,12,67,0.33,0.96,0.95,0.63
,,,,,,,,,233.0,0.0,12.0,103.0,mobile,42,0.2,0.04,16,0,0.51,5,157,0.43,0.18,0.07,0.66
,,,,,,,,,744.0,0.0,38.0,380.0,mobile,21,0.17,0.1,13,6,0.71,7,98,0.86,0.69,0.49,0.56
,,,,,,,,,88.0,2.0,12.0,30.0,mobile,75,0.48,0.02,7,9,0.9,10,109,0.76,0.82,0.69,0.94
,,,,,,,,,4251.0,6.0,799.0,1424.0,mobile,41,0.44,0.13,15,4,0.73,5,124,0.71,0.91,0.83,0.79
,,,,,,,,,275.0,0.0,119.0,57.0,mobile,70,0.19,0.12,3,9,0.87,22,83,0.77,0.53,0.16,0.82
,,,,,,,,,65.0,0.0,0.0,33.0,mobile,76,0.23,0.03,12,4,0.58,14,177,0.42,0.36,0.57,0.43
,,,,,,,,,22.0,0.0,2.0,14.0,mobile,56,0.18,0.1,8,3,0.77,21,25,0.45,0.96,0.16,0.68
,,,,,,,,,11848.0,179.0,8549.0,1159.0,web,27,0.3,0.09,12,5,0.98,5,13,0.49,0.79,0.76,0.18
,,,,,,,,,3058.0,26.0,1059.0,725.0,mobile,26,0.11,0.03,18,0,0.32,12,19,0.66,0.47,0.28,0.3
,,,,,,,,,7347.0,0.0,475.0,2862.0,mobile,33,0.37,0.04,3,2,0.94,16,57,0.66,0.65,0.27,0.5
,,,,,,,,,33.0,0.0,6.0,18.0,web,75,0.31,0.06,12,6,0.62,23,29,0.43,0.28,0.77,0.82
,,,,,,,,,4402.0,36.0,640.0,1836.0,mobile,74,0.46,0.1,23,7,0.71,18,41,0.56,0.61,0.84,0.34
,,,,,,,,,8.0,0.0,2.0,4.0,mobile,22,0.17,0.1,21,8,0.9,23,69,0.71,0.54,0.34,0.44
,,,,,,,,,24.0,0.0,6.0,11.0,mobile,69,0.42,0.08,23,0,0.53,21,20,0.49,0.04,0.5,0.96
,,,,,,,,,708.0,0.0,158.0,192.0,mobile,35,0.42,0.12,2,3,0.53,20,29,0.35,0.87,0.69,0.28
,,,,,,,,,28.0,0.0,0.0,18.0,web,74,0.15,0.11,14,1,0.62,23,32,0.42,0.49,0.75,0.62
,,,,,,,,,451.0,10.0,71.0,177.0,mobile,38,0.26,0.09,14,1,0.22,9,136,0.4,0.48,0.77,0.1
,,,,,,,,,1192.0,2.0,119.0,488.0,web,70,0.17,0.12,4,0,0.6,23,86,0.68,0.28,0.39,0.41
,,,,,,,,,513.0,0.0,84.0,159.0,mobile,37,0.2,0.05,17,4,0.43,8,44,0.34,0.2,0.54,0.33
,,,,,,,,,1466.0,62.0,156.0,508.0,mobile,71,0.21,0.13,15,1,0.94,9,154,0.83,0.29,0.11,0.01
,,,,,,,,,1910.0,28.0,276.0,708.0,web,35,0.32,0.09,16,3,0.27,9,19,0.35,0.65,0.95,0.59
,,,,,,,,,384.0,0.0,44.0,144.0,mobile,27,0.26,0.12,5,8,0.57,5,47,0.66,0.1,0.7,0.33
,,,,,,,,,436.0,10.0,64.0,160.0,mobile,79,0.48,0.08,24,2,0.96,22,92,0.86,0.33,0.38,0.25
,,,,,,,,,10.0,0.0,0.0,4.0,mobile,52,0.15,0.03,17,7,0.92,19,41,0.34,0.98,0.39,0.89
,,,,,,,,,543.0,0.0,187.0,155.0,mobile,68,0.49,0.08,23,9,0.76,23,63,0.53,0.27,0.09,0.23
,,,,,,,,,740.0,21.0,185.0,249.0,web,31,0.19,0.06,7,5,0.67,18,66,0.5,0.97,0.46,0.41
,,,,,,,,,94.0,0.0,22.0,35.0,mobile,72,0.41,0.1,23,9,0.42,10,116,0.51,0.1,0.67,0.95
,,,,,,,,,20.0,0.0,2.0,12.0,mobile,30,0.24,0.07,15,4,0.49,22,34,0.66,0.79,0.95,0.08
,,,,,,,,,11.0,0.0,2.0,5.0,mobile,24,0.16,0.13,17,1,0.27,12,151,0.46,0.44,0.65,0.94
,,,,,,,,,4841.0,50.0,1329.0,1210.0,mobile,46,0.44,0.1,12,2,0.83,9,54,0.32,0.19,0.65,0.39
,,,,,,,,,2866.0,168.0,384.0,871.0,web,31,0.22,0.1,11,7,0.46,12,127,0.88,0.79,0.79,0.79
,,,,,,,,,96.0,0.0,22.0,36.0,mobile,36,0.36,0.03,19,8,0.73,10,47,0.75,0.01,0.51,0.36
,,,,,,,,,25607.0,402.0,7796.0,7164.0,mobile,25,0.33,0.15,11,6,0.49,14,134,0.38,0.35,0.03,0.42
,,,,,,,,,1284.0,56.0,10.0,482.0,mobile,52,0.29,0.13,2,0,0.57,7,45,0.57,0.6,0.89,0.44
,,,,,,,,,696.0,32.0,114.0,242.0,mobile,24,0.3,0.12,15,5,0.64,17,97,0.34,0.23,0.4,0.95
,,,,,,,,,3196.0,0.0,512.0,1019.0,web,76,0.39,0.05,5,6,0.84,11,133,0.32,0.33,0.98,0.55
,,,,,,,,,18308.0,64.0,3577.0,5749.0,mobile,47,0.14,0.08,18,5,0.37,8,176,0.33,0.09,0.41,0.22
,,,,,,,,,2582.0,93.0,534.0,813.0,web,33,0.37,0.02,21,9,0.52,17,176,0.75,0.85,0.67,0.61
,,,,,,,,,1242.0,0.0,52.0,569.0,mobile,24,0.46,0.08,21,1,0.3,10,22,0.57,0.42,0.46,0.89
,,,,,,,,,40.0,0.0,4.0,14.0,mobile,73,0.12,0.02,16,8,0.26,20,171,0.81,0.15,0.23,0.21
,,,,,,,,,2091.0,0.0,122.0,801.0,mobile,75,0.16,0.08,4,2,0.68,5,133,0.48,0.2,0.93,0.34
,,,,,,,,,1510.0,27.0,791.0,372.0,web,78,0.39,0.1,23,5,0.35,17,24,0.77,0.28,0.63,0.57
,,,,,,,,,2276.0,26.0,112.0,845.0,mobile,52,0.27,0.06,10,5,0.25,6,67,0.35,0.23,0.45,0.99
,,,,,,,,,58.0,0.0,0.0,32.0,mobile,69,0.26,0.07,22,7,0.92,24,121,0.68,0.5,0.14,0.47
,,,,,,,,,488.0,0.0,2.0,211.0,mobile,67,0.15,0.13,2,3,0.63,23,68,0.52,0.91,1.0,0.58
,,,,,,,,,15.0,0.0,2.0,0.0,mobile,60,0.3,0.02,15,5,0.31,10,61,0.47,0.18,0.9,0.14
,,,,,,,,,1993.0,162.0,73.0,686.0,mobile,38,0.15,0.12,4,0,0.24,15,78,0.79,0.45,0.42,0.76
,,,,,,,,,4300.0,132.0,1285.0,1116.0,mobile,41,0.29,0.03,16,8,0.3,21,112,0.33,0.66,0.17,0.22
,,,,,,,,,104.0,0.0,28.0,35.0,mobile,24,0.41,0.01,7,8,0.58,13,14,0.87,0.18,0.03,0.33
,,,,,,,,,1992.0,12.0,561.0,523.0,mobile,78,0.2,0.03,12,6,0.73,9,52,0.77,0.15,0.15,0.71
,,,,,,,,,1231.0,12.0,270.0,398.0,mobile,21,0.29,0.11,3,0,0.71,9,17,0.51,0.16,0.53,0.71
,,,,,,,,,66.0,0.0,17.0,25.0,mobile,49,0.5,0.06,17,2,0.32,20,87,0.89,0.88,0.82,0.32
,,,,,,,,,593.0,10.0,32.0,225.0,mobile,66,0.37,0.13,9,4,0.71,8,102,0.42,0.71,0.36,0.85
,,,,,,,,,849.0,0.0,18.0,376.0,mobile,58,0.44,0.08,8,3,0.52,24,72,0.54,0.34,0.43,0.79
,,,,,,,,,23.0,0.0,2.0,14.0,mobile,23,0.27,0.0,23,4,0.57,17,172,0.83,0.9,0.47,0.62
,,,,,,,,,26012.0,1195.0,4947.0,8514.0,web,52,0.41,0.11,6,6,0.84,21,41,0.9,0.95,0.02,0.18
,,,,,,,,,2429.0,62.0,292.0,796.0,mobile,32,0.12,0.02,15,8,0.47,13,106,0.44,0.4,0.18,0.9
,,,,,,,,,21.0,0.0,0.0,14.0,mobile,39,0.15,0.12,10,0,0.32,17,127,0.75,0.51,0.5,0.53
,,,,,,,,,24.0,0.0,4.0,13.0,web,73,0.18,0.03,23,4,0.9,20,33,0.48,0.36,0.28,0.38
,,,,,,,,,8573.0,108.0,1591.0,2648.0,web,26,0.26,0.05,6,2,0.37,24,59,0.76,0.23,0.52,0.93
,,,,,,,,,2062.0,50.0,706.0,524.0,mobile,34,0.44,0.11,15,2,0.44,14,127,0.38,0.78,0.11,0.97
,,,,,,,,,426.0,2.0,173.0,107.0,mobile,42,0.24,0.14,14,1,0.77,14,137,0.5,0.65,0.8,0.72
,,,,,,,,,8333.0,204.0,2603.0,1903.0,web,33,0.36,0.06,19,5,0.75,24,121,0.34,0.37,0.78,0.79
,,,,,,,,,34.0,0.0,6.0,19.0,mobile,42,0.38,0.12,13,5,0.84,20,47,0.6,0.01,0.67,0.25
,,,,,,,,,220.0,6.0,64.0,65.0,mobile,38,0.33,0.03,14,2,0.35,24,175,0.72,0.76,0.53,0.26
,,,,,,,,,438.0,10.0,112.0,71.0,mobile,73,0.24,0.12,3,0,0.48,5,158,0.53,0.48,0.39,0.57
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,48,0.33,0.1,4,6,0.3,15,160,0.67,0.07,0.68,0.98
,,,,,,,,,621.0,60.0,160.0,156.0,mobile,75,0.24,0.03,14,1,0.63,17,167,0.64,0.12,0.78,0.74
,,,,,,,,,378.0,0.0,71.0,102.0,mobile,39,0.13,0.05,14,7,0.43,22,177,0.48,0.63,0.81,0.75
,,,,,,,,,27.0,0.0,2.0,13.0,mobile,48,0.5,0.02,8,2,0.75,9,91,0.59,0.55,0.35,0.26
,,,,,,,,,19892.0,146.0,4369.0,5989.0,mobile,43,0.15,0.06,10,0,0.2,8,79,0.34,0.24,0.19,0.42
,,,,,,,,,19.0,0.0,0.0,12.0,mobile,37,0.13,0.03,9,9,0.25,10,78,0.58,0.14,0.34,0.34
,,,,,,,,,129.0,0.0,24.0,53.0,mobile,29,0.45,0.1,14,8,0.55,19,179,0.57,0.88,0.01,0.3
,,,,,,,,,63.0,0.0,12.0,25.0,mobile,60,0.22,0.15,8,4,0.97,6,155,0.32,0.13,0.42,0.73
,,,,,,,,,6078.0,18.0,919.0,2360.0,web,76,0.36,0.0,11,0,0.91,8,22,0.61,0.09,0.27,0.1
,,,,,,,,,7716.0,356.0,2844.0,1784.0,mobile,27,0.23,0.08,10,9,1.0,18,128,0.74,0.62,0.79,0.17
